subject,frequency
gnd:4240291-8,11
gnd:4012656-0,5
gnd:4257084-0,14
gnd:4314339-8,15
gnd:4070085-9,112
gnd:4014712-5,11
gnd:7576812-4,3
gnd:4034649-3,4
gnd:4133846-7,2
gnd:4039417-7,4
gnd:4048795-7,4
gnd:4053461-3,2
gnd:4022901-4,2
gnd:4026281-9,1
gnd:4129739-8,7
gnd:4152427-5,1
gnd:4382289-7,1
gnd:4264174-3,1
gnd:4236112-6,1
gnd:4066807-1,8
gnd:4066772-8,65
gnd:4043208-7,13
gnd:4135383-3,2
gnd:104732833X,1
gnd:4150976-6,2
gnd:4113448-5,7
gnd:4161215-2,1
gnd:4189334-7,3
gnd:4161856-7,7
gnd:4012942-1,4
gnd:4224163-7,2
gnd:4461672-7,2
gnd:4226497-2,3
gnd:4002106-3,2
gnd:4126483-6,2
gnd:4141285-0,2
gnd:4181765-5,1
gnd:4034407-1,1
gnd:4020830-8,13
gnd:4648250-7,1
gnd:4146261-0,5
gnd:4532701-4,45
gnd:4164283-1,1
gnd:4122843-1,1
gnd:4124081-9,2
gnd:4346665-5,1
gnd:4161066-0,1
gnd:4023693-6,57
gnd:4064017-6,6
gnd:4121444-4,7
gnd:4129283-2,5
gnd:4062875-9,10
gnd:4739712-3,1
gnd:4173543-2,4
gnd:4138770-3,2
gnd:4220913-4,14
gnd:4163658-2,1
gnd:4128850-6,10
gnd:4314227-8,2
gnd:4183131-7,2
gnd:4539813-6,5
gnd:4329086-3,2
gnd:4040984-3,6
gnd:4043183-6,26
gnd:4131307-0,2
gnd:4122349-4,14
gnd:4195103-7,22
gnd:4214774-8,4
gnd:4200792-6,1
gnd:7628620-4,8
gnd:7610872-7,13
gnd:4704524-3,1
gnd:4246637-4,1
gnd:4117633-9,22
gnd:4188109-6,2
gnd:4120981-3,3
gnd:4122920-4,7
gnd:4183889-0,2
gnd:4137070-3,5
gnd:4034873-8,21
gnd:4189486-8,1
gnd:4051952-1,3
gnd:4259703-1,1
gnd:4176234-4,1
gnd:4140941-3,1
gnd:4193317-5,7
gnd:4169251-2,1
gnd:4187747-0,3
gnd:4113749-8,7
gnd:4020832-1,32
gnd:4323266-8,1
gnd:4199961-7,1
gnd:4175216-8,1
gnd:4133404-8,1
gnd:1135937567,2
gnd:4140375-7,3
gnd:4069555-4,1
gnd:4555381-6,1
gnd:4380725-2,1
gnd:4123525-3,1
gnd:4034024-7,5
gnd:4005227-8,25
gnd:7618675-1,1
gnd:4006899-7,15
gnd:4014254-1,7
gnd:4035043-5,12
gnd:4299127-4,27
gnd:4069941-9,20
gnd:4003743-5,7
gnd:4005298-9,4
gnd:4248626-9,1
gnd:4005305-2,3
gnd:4131795-6,10
gnd:4188119-9,1
gnd:4057795-8,17
gnd:4031790-0,3
gnd:4003832-4,9
gnd:4039567-4,3
gnd:4014019-2,5
gnd:4001210-4,3
gnd:4164715-4,2
gnd:4068471-4,9
gnd:4461767-7,3
gnd:4173537-7,4
gnd:4394788-8,1
gnd:4270324-4,3
gnd:4833805-9,3
gnd:4025254-1,3
gnd:4274903-7,5
gnd:4036762-9,2
gnd:4272633-5,2
gnd:4037588-2,2
gnd:4077781-9,5
gnd:4174825-6,1
gnd:4037877-9,71
gnd:1064946224,9
gnd:4017256-9,1
gnd:4199312-3,15
gnd:4132159-5,1
gnd:4174170-5,1
gnd:4258796-7,2
gnd:4254087-2,5
gnd:4626990-3,8
gnd:4520453-6,1
gnd:4130587-5,2
gnd:4139067-2,5
gnd:4730054-1,2
gnd:4839252-2,2
gnd:4300539-1,14
gnd:4013921-9,4
gnd:4186604-6,3
gnd:4202365-8,1
gnd:4135250-6,1
gnd:4063241-6,2
gnd:4138320-5,1
gnd:4141199-7,3
gnd:4300621-8,1
gnd:4562973-0,1
gnd:4132319-1,2
gnd:4011510-0,103
gnd:4184945-0,8
gnd:4074661-6,13
gnd:4203674-4,11
gnd:4214540-5,4
gnd:4120719-1,18
gnd:4169187-8,60
gnd:4157301-8,1
gnd:4001307-8,79
gnd:4325747-1,2
gnd:4178462-5,2
gnd:4172243-7,11
gnd:4210448-8,2
gnd:4404003-9,1
gnd:4117735-6,19
gnd:4174590-5,3
gnd:4289961-8,1
gnd:7544635-2,2
gnd:4071034-8,35
gnd:4184784-2,1
gnd:4156391-8,2
gnd:4139489-6,5
gnd:4158721-2,1
gnd:4138606-1,37
gnd:4225625-2,4
gnd:4151795-7,42
gnd:4139407-0,7
gnd:4037625-4,3
gnd:4244834-7,2
gnd:4125789-3,2
gnd:4300117-8,2
gnd:4027787-2,1
gnd:4002360-6,27
gnd:4040693-3,3
gnd:4301913-4,2
gnd:4218439-3,1
gnd:4067637-7,1
gnd:4240447-2,4
gnd:4045503-8,11
gnd:4025030-1,1
gnd:4139030-1,46
gnd:4016454-8,8
gnd:4126464-2,19
gnd:4225938-1,49
gnd:4139094-5,1
gnd:4002769-7,10
gnd:4183148-2,5
gnd:4138396-5,9
gnd:4551174-3,2
gnd:4122898-4,5
gnd:4314977-7,8
gnd:4148875-1,16
gnd:4046258-4,1
gnd:4049291-6,2
gnd:7515809-7,1
gnd:4714646-1,1
gnd:4067536-1,2
gnd:4131473-6,2
gnd:4466335-3,2
gnd:4486366-4,1
gnd:4020840-0,5
gnd:4172999-7,1
gnd:4146304-3,1
gnd:4169597-5,3
gnd:4122190-4,1
gnd:4125749-2,1
gnd:4022350-4,6
gnd:4264715-0,10
gnd:4609617-6,2
gnd:4191170-2,1
gnd:4072278-8,13
gnd:4121753-6,15
gnd:4014948-1,8
gnd:4070874-3,1
gnd:4198756-1,9
gnd:4133695-1,36
gnd:4035088-5,26
gnd:4200053-1,4
gnd:4136832-0,13
gnd:4191288-3,1
gnd:4034863-5,5
gnd:4076600-7,16
gnd:4333082-4,4
gnd:4450741-0,4
gnd:4026924-3,4
gnd:4075230-6,8
gnd:4455020-0,9
gnd:7864106-8,1
gnd:4290002-5,2
gnd:4285886-0,1
gnd:4115334-0,10
gnd:4147631-1,5
gnd:4300595-0,1
gnd:4684891-5,2
gnd:4596755-6,5
gnd:4431550-8,2
gnd:4133886-8,4
gnd:4122326-3,4
gnd:4140621-7,2
gnd:4079329-1,30
gnd:4185809-8,4
gnd:4034933-0,2
gnd:4153528-5,1
gnd:4185934-0,5
gnd:4155928-9,1
gnd:4139168-8,8
gnd:4156565-4,1
gnd:4134827-8,10
gnd:4842473-0,1
gnd:4077852-6,13
gnd:4121131-5,4
gnd:4020529-0,6
gnd:4071769-0,7
gnd:4171678-4,4
gnd:4141176-6,2
gnd:4175006-8,2
gnd:4058801-4,7
gnd:4074580-6,3
gnd:4005392-1,5
gnd:4209035-0,4
gnd:4174675-2,2
gnd:4186778-6,5
gnd:4801279-8,5
gnd:4171506-8,7
gnd:4166833-9,2
gnd:4620681-4,12
gnd:4770227-8,2
gnd:4488209-9,3
gnd:4560829-5,5
gnd:4225989-7,5
gnd:4193485-4,2
gnd:4153245-4,2
gnd:4015833-0,9
gnd:4164948-5,1
gnd:4354651-1,9
gnd:4046049-6,1
gnd:4225776-1,1
gnd:4167552-6,2
gnd:4120500-5,5
gnd:4404679-0,1
gnd:4032187-3,6
gnd:4014889-0,1
gnd:4140486-5,1
gnd:4212943-6,2
gnd:4152191-2,2
gnd:4461917-0,1
gnd:4125278-0,1
gnd:4129338-1,1
gnd:4473972-2,2
gnd:4249656-1,1
gnd:4165100-5,8
gnd:4213725-1,8
gnd:4196361-1,1
gnd:4158874-5,1
gnd:4186040-8,2
gnd:4178224-0,1
gnd:4054390-0,4
gnd:4074972-1,4
gnd:7849542-8,4
gnd:4134701-8,3
gnd:4132063-3,4
gnd:4061949-7,5
gnd:4372194-1,19
gnd:4114330-9,6
gnd:4002719-3,3
gnd:4138757-0,6
gnd:4113713-9,1
gnd:4649142-9,1
gnd:4034974-3,3
gnd:4328599-5,1
gnd:4145175-2,2
gnd:4067701-1,1
gnd:4205605-6,8
gnd:7629989-2,3
gnd:4221617-5,41
gnd:4198914-4,12
gnd:4210412-9,1
gnd:4213727-5,4
gnd:4476846-1,1
gnd:4344045-9,1
gnd:4438193-1,1
gnd:4515449-1,1
gnd:4006568-6,22
gnd:1189361760,3
gnd:4226736-5,6
gnd:4048829-9,40
gnd:4395695-6,14
gnd:4077570-7,43
gnd:4077814-9,34
gnd:4424590-7,15
gnd:4461678-8,2
gnd:4351606-3,1
gnd:4187507-2,2
gnd:4155736-0,1
gnd:4062005-0,35
gnd:4051158-3,12
gnd:4180834-4,9
gnd:4573838-5,5
gnd:4151076-8,2
gnd:4012178-1,29
gnd:4121520-5,2
gnd:4062937-5,20
gnd:4161709-5,10
gnd:4052371-8,15
gnd:4121387-7,15
gnd:4115360-1,3
gnd:4048507-9,6
gnd:4055879-4,24
gnd:4079351-5,35
gnd:4128660-1,5
gnd:4018968-5,9
gnd:4046595-0,11
gnd:4071081-6,1
gnd:4002771-5,15
gnd:4002623-1,16
gnd:4002759-4,16
gnd:4002643-7,9
gnd:1172236259,1
gnd:4277108-0,1
gnd:4117280-2,1
gnd:4021127-7,1
gnd:4266153-5,2
gnd:4142194-2,1
gnd:4065109-5,7
gnd:4122791-8,1
gnd:4047764-2,6
gnd:4073655-6,2
gnd:4064035-8,3
gnd:4139312-0,12
gnd:4165102-9,16
gnd:4037790-8,61
gnd:4032231-2,40
gnd:4059205-4,112
gnd:4328043-2,2
gnd:4141523-1,2
gnd:4068223-7,5
gnd:4174470-6,1
gnd:4411200-2,1
gnd:4158073-4,1
gnd:4132966-1,5
gnd:4016216-3,20
gnd:4074098-5,6
gnd:4293487-4,2
gnd:4221240-6,1
gnd:4112745-6,2
gnd:4238091-1,6
gnd:4112606-3,2
gnd:4775329-8,2
gnd:4128585-2,1
gnd:4056167-7,5
gnd:4322386-2,1
gnd:4121201-0,8
gnd:4444408-4,1
gnd:4027566-8,1
gnd:4003559-1,5
gnd:4004822-6,13
gnd:4120975-8,39
gnd:1042246734,4
gnd:4529178-0,1
gnd:4712554-8,1
gnd:4185476-7,2
gnd:4117220-6,3
gnd:4060131-6,6
gnd:4065596-9,10
gnd:4071189-4,4
gnd:4246665-9,3
gnd:4621342-9,1
gnd:4062871-1,5
gnd:4252384-9,1
gnd:4130350-7,4
gnd:4135416-3,4
gnd:4714754-4,2
gnd:4199281-7,1
gnd:4003772-1,4
gnd:4135755-3,2
gnd:4200026-9,1
gnd:4300607-3,2
gnd:4232591-2,2
gnd:4682734-1,1
gnd:4187586-2,14
gnd:4556952-6,3
gnd:4021216-6,8
gnd:4218753-9,2
gnd:4073995-8,7
gnd:4129069-0,5
gnd:4148527-0,2
gnd:4223124-3,2
gnd:4126116-1,6
gnd:4011975-0,9
gnd:4241679-6,3
gnd:4036032-5,2
gnd:4151832-9,6
gnd:4184232-7,1
gnd:4177755-4,2
gnd:4620161-0,2
gnd:4139362-4,3
gnd:4758780-5,3
gnd:4406690-9,4
gnd:4037786-6,9
gnd:4197814-6,3
gnd:4712994-3,8
gnd:4126976-7,18
gnd:4033888-5,17
gnd:4115550-6,5
gnd:4436379-5,2
gnd:7733387-1,2
gnd:4471580-8,4
gnd:4076601-9,14
gnd:4436387-4,1
gnd:4126392-3,5
gnd:4282622-6,1
gnd:4137374-1,2
gnd:4115643-2,1
gnd:7653213-6,1
gnd:4201186-3,2
gnd:4341284-1,33
gnd:4154731-7,5
gnd:4322577-9,1
gnd:4129183-9,11
gnd:4139572-4,1
gnd:4144202-7,3
gnd:4127339-4,2
gnd:4280829-7,1
gnd:4070864-0,17
gnd:4177275-1,2
gnd:4194462-8,27
gnd:4048770-2,2
gnd:4048802-0,4
gnd:4276933-4,1
gnd:4059276-5,59
gnd:4134175-2,33
gnd:4514269-5,5
gnd:4129964-4,7
gnd:4787040-0,4
gnd:4151765-9,3
gnd:4561581-0,2
gnd:4168742-5,1
gnd:4015358-7,4
gnd:4127628-0,2
gnd:4066426-0,6
gnd:4509863-3,26
gnd:4359141-3,20
gnd:4070083-5,46
gnd:4130375-1,5
gnd:4134420-0,7
gnd:4154179-0,2
gnd:4463409-2,5
gnd:4115741-2,4
gnd:4401218-4,1
gnd:4140684-9,9
gnd:4297960-2,7
gnd:4204356-6,20
gnd:4525200-2,4
gnd:4688513-4,2
gnd:4139157-3,1
gnd:4037928-0,5
gnd:4361327-5,27
gnd:1041632088,67
gnd:4179371-7,2
gnd:4740357-3,15
gnd:4026663-1,6
gnd:4159103-3,13
gnd:4162776-3,1
gnd:4143049-9,3
gnd:4159717-5,1
gnd:4149225-0,1
gnd:7619504-1,2
gnd:4021961-6,2
gnd:4390818-4,19
gnd:7600993-2,4
gnd:7632675-5,4
gnd:4026828-7,7
gnd:4066559-8,24
gnd:4212404-9,10
gnd:4639012-1,32
gnd:4187844-9,5
gnd:4283942-7,2
gnd:4134992-1,2
gnd:4566658-1,9
gnd:4534766-9,3
gnd:7862820-9,1
gnd:4174541-3,3
gnd:4317332-9,1
gnd:4065682-2,1
gnd:4467581-1,5
gnd:4726736-7,3
gnd:4132614-3,1
gnd:4128965-1,2
gnd:4144240-4,2
gnd:4137410-1,3
gnd:4041300-7,11
gnd:4002333-3,13
gnd:7729679-5,9
gnd:4012472-1,17
gnd:4076527-1,15
gnd:4114087-4,8
gnd:4044795-9,1
gnd:4138905-0,8
gnd:4013630-9,6
gnd:4132270-8,3
gnd:4191223-8,10
gnd:4060810-4,2
gnd:4187014-1,4
gnd:4498129-6,6
gnd:4121685-4,9
gnd:4112696-8,13
gnd:4055676-1,43
gnd:4166366-4,2
gnd:4144561-2,1
gnd:4339515-6,1
gnd:4184405-1,1
gnd:4066647-5,1
gnd:4074660-4,5
gnd:4383298-2,2
gnd:4059028-8,7
gnd:4059702-7,15
gnd:4137553-1,2
gnd:4184252-2,1
gnd:4187631-3,1
gnd:4040725-1,2
gnd:4055776-5,3
gnd:4117338-7,13
gnd:7693897-9,2
gnd:4696474-5,24
gnd:123322929X,7
gnd:7693876-1,20
gnd:4172800-2,3
gnd:4037348-4,17
gnd:4034837-4,10
gnd:4019561-2,1
gnd:4386002-3,1
gnd:4293108-3,1
gnd:4054440-0,2
gnd:4040364-6,16
gnd:4674421-6,3
gnd:4169558-6,1
gnd:4203852-2,3
gnd:4142678-2,1
gnd:4307866-7,1
gnd:4076602-0,3
gnd:4078599-3,26
gnd:4510067-6,1
gnd:4048011-2,3
gnd:4154713-5,1
gnd:4279134-0,7
gnd:4160946-3,1
gnd:4134388-8,1
gnd:7636359-4,3
gnd:4325425-1,1
gnd:4136521-5,2
gnd:4176696-9,2
gnd:4064811-4,67
gnd:4075806-0,4
gnd:4053588-5,2
gnd:4053524-1,3
gnd:4036081-7,4
gnd:4014390-9,73
gnd:4072146-2,1
gnd:4192070-3,4
gnd:4135101-0,5
gnd:4129991-7,5
gnd:4035549-4,3
gnd:4044300-0,2
gnd:4156638-5,1
gnd:4146093-5,2
gnd:4123774-2,4
gnd:4178223-9,2
gnd:4006066-4,2
gnd:4057432-5,1
gnd:4134211-2,1
gnd:4134373-6,18
gnd:4114011-4,160
gnd:4037949-8,76
gnd:4076358-4,36
gnd:4114530-6,11
gnd:4053504-6,1
gnd:4224715-9,1
gnd:4151082-3,1
gnd:4182509-3,1
gnd:4012251-7,16
gnd:4144913-7,3
gnd:4234270-3,2
gnd:4224244-7,15
gnd:4037589-4,71
gnd:4418737-3,1
gnd:4489056-4,1
gnd:4191073-4,1
gnd:4441518-7,9
gnd:4681060-2,1
gnd:4014810-5,1
gnd:4022169-6,1
gnd:4145101-6,5
gnd:4279520-5,3
gnd:4003892-0,2
gnd:4180472-7,3
gnd:4132413-4,2
gnd:4169583-5,1
gnd:4197295-8,3
gnd:4155054-7,2
gnd:7658958-4,5
gnd:4128022-2,5
gnd:4323171-8,3
gnd:4314333-7,1
gnd:4802015-1,1
gnd:4121604-0,1
gnd:4157720-6,1
gnd:4395493-5,1
gnd:4125753-4,3
gnd:4153173-5,1
gnd:4130953-4,1
gnd:4045977-9,9
gnd:4125475-2,2
gnd:4367346-6,3
gnd:4192757-6,2
gnd:4128909-2,1
gnd:4181603-1,2
gnd:4132532-1,29
gnd:4185093-2,2
gnd:4358773-2,2
gnd:4140447-6,5
gnd:7705206-7,72
gnd:4333165-8,2
gnd:4341305-5,4
gnd:4116645-0,4
gnd:7675049-8,12
gnd:4129552-3,13
gnd:4140467-1,5
gnd:4129854-8,3
gnd:4275017-9,3
gnd:4618172-6,2
gnd:4180607-4,1
gnd:4075710-9,1
gnd:4140478-6,3
gnd:4601321-0,1
gnd:4078951-2,7
gnd:4171041-1,1
gnd:4001480-0,6
gnd:4339229-5,1
gnd:4122841-8,2
gnd:4186726-9,2
gnd:4131106-1,1
gnd:4064821-7,32
gnd:4189260-4,2
gnd:4006758-0,1
gnd:4124996-3,2
gnd:4078604-3,17
gnd:4070924-3,2
gnd:7563861-7,2
gnd:4184801-9,3
gnd:4151298-4,2
gnd:4194081-7,1
gnd:4418297-1,1
gnd:4131022-6,1
gnd:4121771-8,1
gnd:4248362-1,14
gnd:4159599-3,5
gnd:4452733-0,1
gnd:4227897-1,1
gnd:4170193-8,1
gnd:4025142-1,8
gnd:4467460-0,1
gnd:4011455-7,64
gnd:4078931-7,17
gnd:4184622-9,1
gnd:4052753-0,8
gnd:4241423-4,13
gnd:1068893915,14
gnd:4187893-0,2
gnd:4270237-9,3
gnd:4159512-9,1
gnd:1206347392,44
gnd:4290955-7,2
gnd:4121152-2,1
gnd:4121052-9,1
gnd:4037934-6,41
gnd:4187141-8,2
gnd:4055861-7,5
gnd:4133232-5,10
gnd:4179187-3,1
gnd:4019493-0,4
gnd:4069353-3,1
gnd:7636249-8,8
gnd:4148395-9,1
gnd:4334948-1,5
gnd:4182368-0,3
gnd:4128755-1,2
gnd:4159930-5,7
gnd:4443693-2,3
gnd:4308065-0,1
gnd:4017212-0,2
gnd:4057439-8,4
gnd:4144622-7,1
gnd:4504088-6,1
gnd:4140439-7,2
gnd:4753984-7,3
gnd:4190481-3,5
gnd:4503339-0,6
gnd:4260022-4,1
gnd:4124261-0,69
gnd:4470634-0,2
gnd:4304338-0,4
gnd:4079366-7,2
gnd:4032510-6,1
gnd:4265139-6,1
gnd:4195247-9,1
gnd:4600897-4,1
gnd:4117645-5,1
gnd:4122924-1,3
gnd:4035419-2,9
gnd:4325735-5,11
gnd:4128593-1,7
gnd:4033703-0,6
gnd:4006439-6,58
gnd:4195321-6,1
gnd:4117405-7,5
gnd:4146534-9,10
gnd:4379615-1,5
gnd:7739547-5,2
gnd:4395715-8,1
gnd:4063283-0,14
gnd:4227290-7,9
gnd:4514533-7,1
gnd:4167271-9,31
gnd:4440395-1,2
gnd:4053376-1,2
gnd:4136719-4,1
gnd:4138728-4,2
gnd:4171817-3,1
gnd:4353954-3,1
gnd:4602390-2,5
gnd:4048579-1,18
gnd:4133187-4,6
gnd:4132964-8,13
gnd:4120883-3,8
gnd:4765818-6,1
gnd:4069332-6,4
gnd:4006672-1,3
gnd:4145482-0,4
gnd:4189521-6,1
gnd:4182793-4,5
gnd:4145007-3,1
gnd:4038803-7,5
gnd:4528431-3,5
gnd:4149458-1,9
gnd:103238512X,7
gnd:7633342-5,5
gnd:4123552-6,2
gnd:4183540-2,2
gnd:4345854-3,1
gnd:4238352-3,2
gnd:4131214-4,10
gnd:4144022-5,1
gnd:4044685-2,4
gnd:4046602-4,2
gnd:4132363-4,1
gnd:4005248-5,32
gnd:4006070-6,1
gnd:1175545171,1
gnd:4127885-9,1
gnd:4075581-2,3
gnd:4173739-8,1
gnd:4135167-8,23
gnd:4739902-8,1
gnd:4129906-1,25
gnd:4620176-2,2
gnd:4657367-7,41
gnd:4418988-6,1
gnd:4130642-9,23
gnd:7693422-6,15
gnd:4001446-0,28
gnd:4127575-5,1
gnd:4051148-0,3
gnd:4066981-6,2
gnd:4112578-2,1
gnd:7734841-2,6
gnd:4220769-1,3
gnd:4605620-8,5
gnd:4077732-7,6
gnd:4077623-2,6
gnd:4179015-7,2
gnd:4148886-6,2
gnd:4138290-0,2
gnd:4025352-1,1
gnd:4121764-0,12
gnd:4423359-0,1
gnd:4065835-1,28
gnd:4157147-2,2
gnd:4007006-2,4
gnd:4131395-1,1
gnd:4058802-6,4
gnd:4055735-2,1
gnd:4323274-7,7
gnd:4737044-0,1
gnd:4171186-5,1
gnd:4231733-2,1
gnd:4112450-9,3
gnd:4207956-1,6
gnd:4381028-7,1
gnd:4177306-8,21
gnd:4125574-4,4
gnd:4507007-6,1
gnd:4020759-6,4
gnd:4077201-9,7
gnd:4022354-1,7
gnd:4002767-3,5
gnd:4034032-6,6
gnd:4165186-8,1
gnd:4121259-9,4
gnd:4226191-0,1
gnd:4070914-0,26
gnd:4177682-3,1
gnd:4047689-3,22
gnd:4150932-8,7
gnd:4252387-4,1
gnd:7861338-3,1
gnd:4167388-8,2
gnd:4129605-9,4
gnd:4005857-8,18
gnd:4364133-7,1
gnd:4055892-7,1
gnd:4027366-0,11
gnd:4055732-7,14
gnd:4131701-4,3
gnd:4172662-5,2
gnd:7674473-5,1
gnd:1209706350,3
gnd:4184871-8,1
gnd:4258859-5,3
gnd:4129610-2,10
gnd:4522522-9,1
gnd:4564821-9,1
gnd:4136915-4,3
gnd:4158797-2,1
gnd:4167286-0,6
gnd:4312207-3,1
gnd:4130713-6,3
gnd:4016012-9,6
gnd:4201794-4,11
gnd:4038461-5,7
gnd:4333578-0,2
gnd:4023796-5,1
gnd:4011412-0,3
gnd:4142414-1,1
gnd:4418958-8,7
gnd:4126456-3,1
gnd:4222042-7,3
gnd:4144204-0,18
gnd:4144201-5,2
gnd:4373371-2,5
gnd:4198233-2,2
gnd:4017182-6,33
gnd:4775650-0,1
gnd:4253323-5,5
gnd:4484317-3,13
gnd:4112736-5,64
gnd:4138914-1,17
gnd:4208479-9,1
gnd:4005983-2,1
gnd:4062860-7,14
gnd:4071497-4,16
gnd:7849379-1,1
gnd:4139533-5,2
gnd:4112633-6,2
gnd:4226984-2,1
gnd:4054184-8,10
gnd:4026751-9,13
gnd:4063698-7,1
gnd:4134078-4,5
gnd:4259659-2,1
gnd:4302796-9,1
gnd:4025082-9,1
gnd:4032716-4,5
gnd:4323071-4,6
gnd:4157010-8,2
gnd:1033764213,1
gnd:4203656-2,1
gnd:4138354-0,27
gnd:4163378-7,2
gnd:4804392-8,2
gnd:4138568-8,7
gnd:4046531-7,14
gnd:4427661-8,2
gnd:4047046-5,5
gnd:4244508-5,1
gnd:4366319-9,1
gnd:4366157-9,1
gnd:1154328171,1
gnd:4264023-4,3
gnd:4212665-4,2
gnd:4617685-8,2
gnd:4123714-6,2
gnd:4022724-8,4
gnd:4074798-0,6
gnd:4138660-7,2
gnd:4020548-4,15
gnd:4124617-2,1
gnd:4121684-2,4
gnd:4165520-5,1
gnd:4513430-3,2
gnd:4543731-2,1
gnd:4052449-8,3
gnd:4154922-3,1
gnd:4078620-1,4
gnd:4015602-3,79
gnd:4169527-6,3
gnd:4206610-4,2
gnd:4166397-4,4
gnd:4177425-5,9
gnd:7673347-6,1
gnd:4535907-6,21
gnd:4073091-8,25
gnd:4264392-2,3
gnd:4251881-7,1
gnd:4501553-3,35
gnd:4340829-1,4
gnd:4607970-1,2
gnd:4171438-6,22
gnd:4195380-0,11
gnd:4125750-9,4
gnd:7632874-0,2
gnd:4183757-5,1
gnd:4190012-1,2
gnd:4190009-1,1
gnd:4014308-9,28
gnd:4135771-1,10
gnd:4250182-9,2
gnd:4191173-8,2
gnd:4177447-4,18
gnd:4129818-4,1
gnd:4388243-2,5
gnd:4400205-1,1
gnd:4151389-7,1
gnd:4365824-6,1
gnd:4123619-1,23
gnd:4285271-7,1
gnd:4506315-1,7
gnd:4030005-5,7
gnd:4181492-7,4
gnd:4121241-1,1
gnd:4176073-6,1
gnd:4257807-3,1
gnd:4057812-4,1
gnd:4201877-8,3
gnd:4256960-6,6
gnd:4245398-7,9
gnd:4173862-7,1
gnd:4005871-2,16
gnd:4445525-2,1
gnd:4172638-8,1
gnd:7723480-7,2
gnd:4698151-2,9
gnd:4795237-4,1
gnd:4192975-5,1
gnd:4257825-5,1
gnd:4115582-8,3
gnd:4394725-6,2
gnd:4127995-5,7
gnd:4410940-4,1
gnd:4049003-8,8
gnd:4025290-5,24
gnd:4130427-5,3
gnd:4124224-5,7
gnd:4079368-0,7
gnd:4176992-2,1
gnd:1129113116,4
gnd:4464685-9,18
gnd:1022420135,8
gnd:4684292-5,9
gnd:4125306-1,2
gnd:4116617-6,3
gnd:4323853-1,2
gnd:4183114-7,1
gnd:4276272-8,2
gnd:4239585-9,4
gnd:4194619-4,1
gnd:4203964-2,1
gnd:4070102-5,53
gnd:4406462-7,16
gnd:4481345-4,4
gnd:4050865-1,1
gnd:4063042-0,3
gnd:4071878-5,1
gnd:4020654-3,2
gnd:4144679-3,36
gnd:4207431-9,3
gnd:4270421-2,1
gnd:4263747-8,1
gnd:4156903-9,1
gnd:4153192-9,1
gnd:4145661-0,2
gnd:4690948-5,2
gnd:4509028-2,1
gnd:4031601-4,2
gnd:4132511-4,1
gnd:4537851-4,2
gnd:4046235-3,47
gnd:4043152-6,13
gnd:4014904-3,8
gnd:4003939-0,2
gnd:4143683-0,3
gnd:4678688-0,16
gnd:4189063-2,1
gnd:4178284-7,3
gnd:4188178-3,1
gnd:4177186-2,1
gnd:7602584-6,3
gnd:4319143-5,1
gnd:4184971-1,1
gnd:4698354-5,1
gnd:4184356-3,2
gnd:4011893-9,1
gnd:4141044-0,1
gnd:4150126-3,12
gnd:4289683-6,1
gnd:4182600-0,1
gnd:4044196-9,14
gnd:7750718-6,2
gnd:4165810-3,1
gnd:4141040-3,1
gnd:4365811-8,2
gnd:4182164-6,1
gnd:4129617-5,4
gnd:4064292-6,3
gnd:4206985-3,10
gnd:4581671-2,2
gnd:4034915-9,4
gnd:4182415-5,1
gnd:4462648-4,1
gnd:4011511-2,4
gnd:4169805-8,3
gnd:4392677-0,1
gnd:4077836-8,1
gnd:4183655-8,1
gnd:4338112-1,3
gnd:4166370-6,3
gnd:4120929-1,1
gnd:4317043-2,3
gnd:4690044-5,1
gnd:4225850-9,2
gnd:4316357-9,45
gnd:4023493-9,2
gnd:4134057-7,8
gnd:4060560-7,9
gnd:4172855-5,3
gnd:4824659-1,2
gnd:4426159-7,1
gnd:4244498-6,1
gnd:4145513-7,1
gnd:4428726-4,5
gnd:4195932-2,3
gnd:4387896-9,2
gnd:1133103480,1
gnd:4215608-7,8
gnd:4444726-7,1
gnd:4159153-7,2
gnd:4254294-7,3
gnd:4186347-1,1
gnd:4303100-6,1
gnd:4025214-0,1
gnd:4443931-3,3
gnd:4078517-8,43
gnd:4290733-0,33
gnd:4006287-9,15
gnd:4157708-5,1
gnd:4206329-2,3
gnd:4482283-2,2
gnd:4162897-4,6
gnd:4137544-0,5
gnd:4024137-3,1
gnd:4127505-6,11
gnd:4019838-8,12
gnd:4023744-8,6
gnd:4121642-8,1
gnd:4216706-1,1
gnd:4237628-2,2
gnd:1120620724,1
gnd:1046924427,1
gnd:4151434-8,26
gnd:4056433-2,2
gnd:7641172-2,1
gnd:4128343-0,5
gnd:4066500-8,5
gnd:4161678-9,10
gnd:4179332-8,2
gnd:4290182-0,2
gnd:4172437-9,1
gnd:4160229-8,3
gnd:4140227-3,2
gnd:4160231-6,1
gnd:4123928-3,1
gnd:4045269-4,30
gnd:4172515-3,1
gnd:4595061-1,1
gnd:7544166-4,2
gnd:7624291-2,2
gnd:4501379-2,3
gnd:4126502-6,1
gnd:4150433-1,1
gnd:4355303-5,1
gnd:4060581-4,2
gnd:4128096-9,5
gnd:4196812-8,3
gnd:4056844-1,5
gnd:4060568-1,2
gnd:4133398-6,2
gnd:4006325-2,6
gnd:4279872-3,4
gnd:4536190-3,3
